2026-03-24 20:06:04,100 - INFO - ʱ��: 2026-03-24 20:06:04, ����: 3.0, 3.0, 3.0, ���: �ȱ�������
2026-03-25 09:42:14,063 - INFO - 时间: 2026-03-25 09:42:14, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:06,816 - INFO - 时间: 2026-03-25 09:44:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:07,468 - INFO - 时间: 2026-03-25 09:44:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:07,685 - INFO - 时间: 2026-03-25 09:44:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:07,889 - INFO - 时间: 2026-03-25 09:44:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:08,097 - INFO - 时间: 2026-03-25 09:44:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:08,287 - INFO - 时间: 2026-03-25 09:44:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:08,477 - INFO - 时间: 2026-03-25 09:44:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:08,667 - INFO - 时间: 2026-03-25 09:44:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:08,840 - INFO - 时间: 2026-03-25 09:44:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:09,058 - INFO - 时间: 2026-03-25 09:44:09, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:09,242 - INFO - 时间: 2026-03-25 09:44:09, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:09,427 - INFO - 时间: 2026-03-25 09:44:09, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:09,615 - INFO - 时间: 2026-03-25 09:44:09, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:09,801 - INFO - 时间: 2026-03-25 09:44:09, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:10,179 - INFO - 时间: 2026-03-25 09:44:10, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:13,427 - INFO - 时间: 2026-03-25 09:44:13, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:13,667 - INFO - 时间: 2026-03-25 09:44:13, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:13,886 - INFO - 时间: 2026-03-25 09:44:13, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:14,084 - INFO - 时间: 2026-03-25 09:44:14, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:18,741 - INFO - 时间: 2026-03-25 09:44:18, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:18,942 - INFO - 时间: 2026-03-25 09:44:18, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:19,125 - INFO - 时间: 2026-03-25 09:44:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:19,305 - INFO - 时间: 2026-03-25 09:44:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:19,480 - INFO - 时间: 2026-03-25 09:44:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:19,659 - INFO - 时间: 2026-03-25 09:44:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:20,358 - INFO - 时间: 2026-03-25 09:44:20, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:20,545 - INFO - 时间: 2026-03-25 09:44:20, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:20,802 - INFO - 时间: 2026-03-25 09:44:20, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:44:21,195 - INFO - 时间: 2026-03-25 09:44:21, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:45:20,240 - INFO - 时间: 2026-03-25 09:45:20, 输入: 3, 4, 5, 结果: 普通直角三角形
2026-03-25 09:45:21,708 - INFO - 时间: 2026-03-25 09:45:21, 输入: 3, 4, 5, 结果: 普通直角三角形
2026-03-25 09:45:21,974 - INFO - 时间: 2026-03-25 09:45:21, 输入: 3, 4, 5, 结果: 普通直角三角形
2026-03-25 09:45:22,209 - INFO - 时间: 2026-03-25 09:45:22, 输入: 3, 4, 5, 结果: 普通直角三角形
2026-03-25 09:54:38,670 - INFO - 时间: 2026-03-25 09:54:38, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:45,723 - INFO - 时间: 2026-03-25 09:54:45, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:46,346 - INFO - 时间: 2026-03-25 09:54:46, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:46,587 - INFO - 时间: 2026-03-25 09:54:46, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:46,796 - INFO - 时间: 2026-03-25 09:54:46, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:47,220 - INFO - 时间: 2026-03-25 09:54:47, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:47,432 - INFO - 时间: 2026-03-25 09:54:47, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:47,633 - INFO - 时间: 2026-03-25 09:54:47, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:47,844 - INFO - 时间: 2026-03-25 09:54:47, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:48,020 - INFO - 时间: 2026-03-25 09:54:48, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:48,229 - INFO - 时间: 2026-03-25 09:54:48, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:48,412 - INFO - 时间: 2026-03-25 09:54:48, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:48,618 - INFO - 时间: 2026-03-25 09:54:48, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:48,819 - INFO - 时间: 2026-03-25 09:54:48, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:49,022 - INFO - 时间: 2026-03-25 09:54:49, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:49,225 - INFO - 时间: 2026-03-25 09:54:49, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:49,448 - INFO - 时间: 2026-03-25 09:54:49, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:49,668 - INFO - 时间: 2026-03-25 09:54:49, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:49,880 - INFO - 时间: 2026-03-25 09:54:49, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:50,074 - INFO - 时间: 2026-03-25 09:54:50, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:50,296 - INFO - 时间: 2026-03-25 09:54:50, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:50,498 - INFO - 时间: 2026-03-25 09:54:50, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:50,684 - INFO - 时间: 2026-03-25 09:54:50, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:50,881 - INFO - 时间: 2026-03-25 09:54:50, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:51,080 - INFO - 时间: 2026-03-25 09:54:51, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:51,272 - INFO - 时间: 2026-03-25 09:54:51, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:51,478 - INFO - 时间: 2026-03-25 09:54:51, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:51,691 - INFO - 时间: 2026-03-25 09:54:51, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:51,901 - INFO - 时间: 2026-03-25 09:54:51, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:52,092 - INFO - 时间: 2026-03-25 09:54:52, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:52,296 - INFO - 时间: 2026-03-25 09:54:52, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:52,497 - INFO - 时间: 2026-03-25 09:54:52, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:52,708 - INFO - 时间: 2026-03-25 09:54:52, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:52,907 - INFO - 时间: 2026-03-25 09:54:52, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:53,116 - INFO - 时间: 2026-03-25 09:54:53, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:53,329 - INFO - 时间: 2026-03-25 09:54:53, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:53,524 - INFO - 时间: 2026-03-25 09:54:53, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:53,767 - INFO - 时间: 2026-03-25 09:54:53, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:53,972 - INFO - 时间: 2026-03-25 09:54:53, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:54,179 - INFO - 时间: 2026-03-25 09:54:54, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:54,370 - INFO - 时间: 2026-03-25 09:54:54, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:54,558 - INFO - 时间: 2026-03-25 09:54:54, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:54,782 - INFO - 时间: 2026-03-25 09:54:54, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:54,992 - INFO - 时间: 2026-03-25 09:54:54, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:55,146 - INFO - 时间: 2026-03-25 09:54:55, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:55,335 - INFO - 时间: 2026-03-25 09:54:55, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:55,540 - INFO - 时间: 2026-03-25 09:54:55, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:55,741 - INFO - 时间: 2026-03-25 09:54:55, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:55,955 - INFO - 时间: 2026-03-25 09:54:55, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:56,153 - INFO - 时间: 2026-03-25 09:54:56, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:56,351 - INFO - 时间: 2026-03-25 09:54:56, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:56,568 - INFO - 时间: 2026-03-25 09:54:56, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:56,738 - INFO - 时间: 2026-03-25 09:54:56, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:56,934 - INFO - 时间: 2026-03-25 09:54:56, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:57,146 - INFO - 时间: 2026-03-25 09:54:57, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:57,392 - INFO - 时间: 2026-03-25 09:54:57, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:57,582 - INFO - 时间: 2026-03-25 09:54:57, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:57,775 - INFO - 时间: 2026-03-25 09:54:57, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:57,991 - INFO - 时间: 2026-03-25 09:54:57, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:58,198 - INFO - 时间: 2026-03-25 09:54:58, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:58,422 - INFO - 时间: 2026-03-25 09:54:58, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:58,634 - INFO - 时间: 2026-03-25 09:54:58, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:58,855 - INFO - 时间: 2026-03-25 09:54:58, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:59,082 - INFO - 时间: 2026-03-25 09:54:59, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:59,288 - INFO - 时间: 2026-03-25 09:54:59, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:59,506 - INFO - 时间: 2026-03-25 09:54:59, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:59,742 - INFO - 时间: 2026-03-25 09:54:59, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:54:59,965 - INFO - 时间: 2026-03-25 09:54:59, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:00,172 - INFO - 时间: 2026-03-25 09:55:00, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:00,369 - INFO - 时间: 2026-03-25 09:55:00, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:00,556 - INFO - 时间: 2026-03-25 09:55:00, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:00,790 - INFO - 时间: 2026-03-25 09:55:00, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:00,994 - INFO - 时间: 2026-03-25 09:55:00, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:01,206 - INFO - 时间: 2026-03-25 09:55:01, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:01,412 - INFO - 时间: 2026-03-25 09:55:01, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:01,802 - INFO - 时间: 2026-03-25 09:55:01, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:02,006 - INFO - 时间: 2026-03-25 09:55:02, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:02,194 - INFO - 时间: 2026-03-25 09:55:02, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:02,399 - INFO - 时间: 2026-03-25 09:55:02, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:02,620 - INFO - 时间: 2026-03-25 09:55:02, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:02,822 - INFO - 时间: 2026-03-25 09:55:02, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:03,026 - INFO - 时间: 2026-03-25 09:55:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:03,207 - INFO - 时间: 2026-03-25 09:55:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:03,410 - INFO - 时间: 2026-03-25 09:55:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:03,629 - INFO - 时间: 2026-03-25 09:55:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:03,821 - INFO - 时间: 2026-03-25 09:55:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:04,013 - INFO - 时间: 2026-03-25 09:55:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:04,240 - INFO - 时间: 2026-03-25 09:55:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:04,439 - INFO - 时间: 2026-03-25 09:55:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:04,680 - INFO - 时间: 2026-03-25 09:55:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:04,892 - INFO - 时间: 2026-03-25 09:55:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:05,113 - INFO - 时间: 2026-03-25 09:55:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:05,314 - INFO - 时间: 2026-03-25 09:55:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:05,509 - INFO - 时间: 2026-03-25 09:55:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:55:05,722 - INFO - 时间: 2026-03-25 09:55:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:56:03,081 - INFO - 时间: 2026-03-25 09:56:03, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:56:04,509 - INFO - 时间: 2026-03-25 09:56:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:56:04,778 - INFO - 时间: 2026-03-25 09:56:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:56:05,077 - INFO - 时间: 2026-03-25 09:56:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:56:05,610 - INFO - 时间: 2026-03-25 09:56:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:13,272 - INFO - 时间: 2026-03-25 09:57:13, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:34,407 - INFO - 时间: 2026-03-25 09:57:34, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:34,861 - INFO - 时间: 2026-03-25 09:57:34, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:35,065 - INFO - 时间: 2026-03-25 09:57:35, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:35,245 - INFO - 时间: 2026-03-25 09:57:35, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:57:35,425 - INFO - 时间: 2026-03-25 09:57:35, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:17,444 - INFO - 时间: 2026-03-25 09:59:17, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:18,241 - INFO - 时间: 2026-03-25 09:59:18, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:18,471 - INFO - 时间: 2026-03-25 09:59:18, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:18,904 - INFO - 时间: 2026-03-25 09:59:18, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:19,116 - INFO - 时间: 2026-03-25 09:59:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:19,380 - INFO - 时间: 2026-03-25 09:59:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:19,590 - INFO - 时间: 2026-03-25 09:59:19, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:26,363 - INFO - 时间: 2026-03-25 09:59:26, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:26,571 - INFO - 时间: 2026-03-25 09:59:26, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:26,766 - INFO - 时间: 2026-03-25 09:59:26, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:26,962 - INFO - 时间: 2026-03-25 09:59:26, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:27,149 - INFO - 时间: 2026-03-25 09:59:27, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:27,345 - INFO - 时间: 2026-03-25 09:59:27, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:27,794 - INFO - 时间: 2026-03-25 09:59:27, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:28,069 - INFO - 时间: 2026-03-25 09:59:28, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:28,376 - INFO - 时间: 2026-03-25 09:59:28, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:28,578 - INFO - 时间: 2026-03-25 09:59:28, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:28,772 - INFO - 时间: 2026-03-25 09:59:28, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:29,034 - INFO - 时间: 2026-03-25 09:59:29, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:29,257 - INFO - 时间: 2026-03-25 09:59:29, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:29,479 - INFO - 时间: 2026-03-25 09:59:29, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 09:59:29,693 - INFO - 时间: 2026-03-25 09:59:29, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:38,108 - INFO - 时间: 2026-03-25 10:01:38, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:38,851 - INFO - 时间: 2026-03-25 10:01:38, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:39,077 - INFO - 时间: 2026-03-25 10:01:39, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:39,284 - INFO - 时间: 2026-03-25 10:01:39, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:39,486 - INFO - 时间: 2026-03-25 10:01:39, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:39,759 - INFO - 时间: 2026-03-25 10:01:39, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:39,944 - INFO - 时间: 2026-03-25 10:01:39, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:41,899 - INFO - 时间: 2026-03-25 10:01:41, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:42,101 - INFO - 时间: 2026-03-25 10:01:42, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:42,281 - INFO - 时间: 2026-03-25 10:01:42, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:01:43,678 - ERROR - 输入非数字
2026-03-25 10:01:44,655 - ERROR - 输入非数字
2026-03-25 10:01:46,189 - ERROR - 输入非数字
2026-03-25 10:01:46,430 - ERROR - 输入非数字
2026-03-25 10:01:46,623 - ERROR - 输入非数字
2026-03-25 10:01:46,805 - ERROR - 输入非数字
2026-03-25 10:01:59,155 - ERROR - 输入非数字
2026-03-25 10:01:59,692 - ERROR - 输入非数字
2026-03-25 10:01:59,887 - ERROR - 输入非数字
2026-03-25 10:02:00,070 - ERROR - 输入非数字
2026-03-25 10:02:00,259 - ERROR - 输入非数字
2026-03-25 10:02:04,402 - INFO - 时间: 2026-03-25 10:02:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:04,824 - INFO - 时间: 2026-03-25 10:02:04, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:05,022 - INFO - 时间: 2026-03-25 10:02:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:05,211 - INFO - 时间: 2026-03-25 10:02:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:05,415 - INFO - 时间: 2026-03-25 10:02:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:05,612 - INFO - 时间: 2026-03-25 10:02:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:05,793 - INFO - 时间: 2026-03-25 10:02:05, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:06,005 - INFO - 时间: 2026-03-25 10:02:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:06,199 - INFO - 时间: 2026-03-25 10:02:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:06,408 - INFO - 时间: 2026-03-25 10:02:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:06,621 - INFO - 时间: 2026-03-25 10:02:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:06,841 - INFO - 时间: 2026-03-25 10:02:06, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:07,020 - INFO - 时间: 2026-03-25 10:02:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:07,239 - INFO - 时间: 2026-03-25 10:02:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:07,436 - INFO - 时间: 2026-03-25 10:02:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:07,601 - INFO - 时间: 2026-03-25 10:02:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:07,843 - INFO - 时间: 2026-03-25 10:02:07, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:08,023 - INFO - 时间: 2026-03-25 10:02:08, 输入: 3.0, 4.0, 5.0, 结果: 普通直角三角形
2026-03-25 10:02:10,085 - ERROR - 输入非数字
2026-03-25 10:02:10,295 - ERROR - 输入非数字
2026-03-25 10:02:10,478 - ERROR - 输入非数字
